Feature,Importance
GyroMeanZ,0.08994405028637269
GyroSumZ,0.07364353690115166
GyroStdZ,0.07202134491637925
GyroMinZ,0.06955142095948488
GyroMaxZ,0.05016948180619166
AccMaxY,0.048522420612478995
AccVarY,0.044365449294532504
AccMinY,0.04341679100501732
AccStdY,0.038114281039034345
AccVarX,0.03757389825276148
